pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 201238110.01,EPIC 201238110,0,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,790696060000,,,0,,,,,302000000,,,0,26942635,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3772.00,,,0,520000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m49.40s,1797058532,-03d23m22.06s,-33894613,15925900000,141400000,-139000000,160140000,11330000,-11330000,119330000,240000,-240000,152612000,5010,-5010,2015-12-05,2016-01,2015-12-05
EPIC 201238163.01,EPIC 201238163,1,CANDIDATE,Vanderburg et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,108296140000,,,0,,,,,156000000,,,0,13917388,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3875.00,,,0,560000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h33m03.07s,1732627978,-03d23m19.39s,-33887192,29940600000,452800000,-439800000,156570000,3550000,-3550000,122820000,240000,-240000,151848000,6760,-6760,2015-12-05,2016-01,2015-12-05
EPIC 201239401.01,EPIC 201239401,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,90565500000,4900000,-5000000,0,,,,,157000000,16000000,-26000000,0,14000000,1400000,-2300000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,576000,40000,-28000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h32m12.69s,1730528796,-03d22m13.16s,-33703210,19007500000,155500000,-155500000,157310000,4460000,-4460000,117350000,260000,-260000,149247000,5310,-5310,2019-09-05,2019-09,2019-09-05
EPIC 201239401.01,EPIC 201239401,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,90552205000,,,0,,,,,152000000,,,0,13560532,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3710.00,,,0,500000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h32m12.69s,1730528796,-03d22m13.16s,-33703210,19007500000,155500000,-155500000,157310000,4460000,-4460000,117350000,260000,-260000,149247000,5310,-5310,2015-12-05,2016-01,2015-12-05
EPIC 201247497.01,EPIC 201247497,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,275411290000,,,0,,,,,487000000,,,0,43447230,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3834.00,,,0,550000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m47.15s,1779464521,-03d14m45.67s,-32460183,79313100000,10824000000,-8559500000,173749000,461000,-461000,137480000,570000,-570000,167664000,7610,-7610,2015-12-05,2016-01,2015-12-05
EPIC 201247497.01,EPIC 201247497,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,275421000000,12000000,-12000000,0,,,,,840000000,120000000,-680000000,0,75000000,11000000,-61000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,890000,63000,-10000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m47.15s,1779464521,-03d14m45.67s,-32460183,79313100000,10824000000,-8559500000,173749000,461000,-461000,137480000,570000,-570000,167664000,7610,-7610,2019-09-05,2019-09,2019-09-05
EPIC 201247497.01,EPIC 201247497,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,275391000000,15000000,-15000000,0,,,,,378000000,68000000,-68000000,0,33700000,6100000,-6100000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3918.00,46.00,-46.00,0,436000,27000,-27000,0,,,,,,,,,,4846000,50000,-50000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m47.15s,1779464521,-03d14m45.67s,-32460183,79313100000,10824000000,-8559500000,173749000,461000,-461000,137480000,570000,-570000,167664000,7610,-7610,2016-07-18,2016-09,2016-07-18
EPIC 201257461.01,EPIC 201257461,1,FALSE POSITIVE,Montet et al. 2015,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,5028586900000,,,0,,,,,347000000,,,0,30957266,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4859.00,,,0,740000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m38.67s,1781611264,-03d05m41.67s,-30949095,82924800000,2907950000,-2907950000,116680000,330000,-330000,93680000,230000,-230000,115044000,6060,-6060,2015-12-05,2016-01,2015-12-05
EPIC 201257461.01,EPIC 201257461,0,FALSE POSITIVE,Montet et al. 2015,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,5027762000000,785000000,-785000000,0,,,,,20952000000,9923000000,-9923000000,0,1869200000,885300000,-885300000,0,,,,,,,,,,,,,,,,,,1466.00,52.00,-52.00,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5141.00,38.00,-42.00,0,10960000,820000,-930000,0,,,,,-2100,100,-100,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m38.67s,1781611264,-03d05m41.67s,-30949095,82924800000,2907950000,-2907950000,116680000,330000,-330000,93680000,230000,-230000,115044000,6060,-6060,2015-12-05,2015-08,2015-12-05
EPIC 201258341.01,EPIC 201258341,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1050439000000,59000000,-61000000,0,,,,,175000000,15000000,-43000000,0,15600000,1300000,-3800000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,878000,18000,-20000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m45.74s,1786905819,-03d04m58.15s,-30828192,8494700000,37210000,-36900000,99960000,50000,-50000,81660000,,,97827100,8590,-8590,2019-09-05,2019-09,2019-09-05
EPIC 201259803.01,EPIC 201259803,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,168420800000,2400000,-2400000,0,,,,,551000000,67000000,-90000000,0,49200000,6000000,-8000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,431000,51000,-69000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h21m31.74s,1703822570,-03d03m39.72s,-30610326,32563600000,918050000,-918050000,168090000,4230000,-4230000,129410000,300000,-300000,162552000,17040,-17040,2019-09-05,2019-09,2019-09-05
EPIC 201264302.01,EPIC 201264302,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,21220130000,230000,-180000,0,,,,,51900000,4600000,-12300000,0,4630000,410000,-1100000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,188000,10000,-4000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h18m23.31s,1695971097,-02d59m29.03s,-29913978,7189370000,24920000,-24750000,148980000,250000,-250000,103570000,210000,-210000,138198000,5570,-5570,2019-09-05,2019-09,2019-09-05
EPIC 201264302.01,EPIC 201264302,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,21219899000,,,0,,,,,105000000,,,0,9367473,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3468.00,,,0,370000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h18m23.31s,1695971097,-02d59m29.03s,-29913978,7189370000,24920000,-24750000,148980000,250000,-250000,103570000,210000,-210000,138198000,5570,-5570,2015-12-05,2016-01,2015-12-05
EPIC 201264302.01,EPIC 201264302,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,21219400000,2600000,-2600000,0,,,,,77000000,18000000,-18000000,0,6900000,1600000,-1600000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,,3299.00,,,0,260000,50000,-50000,0,,,,,1550,,,0,[Fe/H],5106000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h18m23.31s,1695971097,-02d59m29.03s,-29913978,7189370000,24920000,-24750000,148980000,250000,-250000,103570000,210000,-210000,138198000,5570,-5570,2016-06-09,2016-08,2016-06-09
EPIC 201270176.01,EPIC 201270176,0,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,157786430000,,,0,,,,,755000000,,,0,67356588,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4811.00,,,0,730000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m31.81s,1701325248,-02d54m09.48s,-29026339,29088300000,420300000,-408600000,126050000,1260000,-1260000,104010000,230000,-230000,122983000,33370,-33370,2015-12-05,2016-01,2015-12-05
EPIC 201270176.01,EPIC 201270176,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,157771549000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5163.00,166.99,-108.12,0,1155850,65907,-89747,0,870000,120921,-93336,0,,,,,,4251780,75081,-108147,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m31.81s,1701325248,-02d54m09.48s,-29026339,29088300000,420300000,-408600000,126050000,1260000,-1260000,104010000,230000,-230000,122983000,33370,-33370,2016-12-21,2016-10,2016-12-21
EPIC 201270464.01,HIP 55390,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,157771549000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7333.00,97.84,-154.55,0,2567520,111879,-93196,0,1660000,350747,-210514,0,,,,,,3839150,105775,-58461,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m32.02s,1701334170,-02d53m53.57s,-28982132,30778400000,602500000,-580100000,91200000,300000,-300000,84380000,230000,-230000,90828000,2670,-2670,2016-12-21,2016-10,2016-12-21
EPIC 201274010.01,EPIC 201274010,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,1301130000000,520000000,-422000000,0,,,,,243000000,25000000,-24000000,0,21700000,2200000,-2100000,0,,,,,,,,,,,,,,,,,,713.00,21.00,-21.00,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5347.00,122.00,-122.00,0,880221,,,0,920000,,,0,,,,,,4512670,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m14.23s,1833092954,-02d50m39.07s,-28441860,50125700000,849000000,-821600000,140030000,1490000,-1490000,121940000,270000,-270000,138764000,1920,-1920,2018-08-02,2018-08,2018-08-02
EPIC 201291843.01,EPIC 201291843,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,4070206194000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3759.00,157.00,-157.00,0,572892,17217,-17217,0,565387,20408,-20408,0,,,,,,4674270,10428,-10428,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h53m40.88s,1784203490,-02d34m18.39s,-25717754,11895900000,51700000,-51200000,144180000,500000,-500000,105910000,250000,-250000,136506000,3210,-3210,2016-12-21,2016-10,2016-12-21
EPIC 201299088.01,EPIC 201299088,1,CANDIDATE,Mayo et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2120473900000,534800000,-552300000,0,,,,,911013939,116378405,-95135653,0,81000000,10000000,-8000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5154.00,50.00,-50.00,0,1761722,212777,-170800,0,,,,,-2600,800,-800,0,[Fe/H],3910000,100000,-100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h08m49.11s,1822046312,-02d27m52.61s,-24646145,57399100000,2031400000,-2031400000,119650000,1030000,-1030000,98000000,210000,-210000,117673000,4310,-4310,2018-02-15,2018-03,2018-02-15
EPIC 201324549.01,EPIC 201324549,0,FALSE POSITIVE,Crossfield et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,251933400000,3500000,-3500000,0,,,,,391000000,85000000,-85000000,0,34900000,7600000,-7600000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6283.00,113.00,-113.00,0,1450000,250000,-250000,0,,,,,,,,,,4170000,120000,-120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,1712359519,-02d05m06.57s,-20851597,47688400000,,,122930000,800000,-800000,108900000,260000,-260000,121049000,4240,-4240,2016-07-18,2016-09,2016-07-18
EPIC 201324549.01,EPIC 201324549,0,FALSE POSITIVE,Crossfield et al. 2016,1,0,Transit,2016,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,251940390000,2020000,-2020000,0,,,,,765729000,,,0,68313883,,,0,,,,,,,,,,,,,,2193440,,,0,,,,,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6380.00,,,0,1760000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,1712359519,-02d05m06.57s,-20851597,47688400000,,,122930000,800000,-800000,108900000,260000,-260000,121049000,4240,-4240,2024-02-05,2017-07,2024-02-05
EPIC 201324549.01,EPIC 201324549,1,FALSE POSITIVE,Crossfield et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,251938600000,1400000,-1400000,0,,,,,1960000000,510000000,-870000000,0,175000000,45000000,-78000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,2030000,178000,-68000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,1712359519,-02d05m06.57s,-20851597,47688400000,,,122930000,800000,-800000,108900000,260000,-260000,121049000,4240,-4240,2019-09-05,2019-09,2019-09-05
EPIC 201324549.01,EPIC 201324549,0,FALSE POSITIVE,Crossfield et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,251881781000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6380.00,,,0,1762770,,,0,,,,,-6700,1000,-1000,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,1712359519,-02d05m06.57s,-20851597,47688400000,,,122930000,800000,-800000,108900000,260000,-260000,121049000,4240,-4240,2016-12-21,2016-10,2016-12-21
EPIC 201324549.01,EPIC 201324549,0,FALSE POSITIVE,Crossfield et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,251940780000,,,0,,,,,799000000,,,0,71282006,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,7119.00,,,0,1720000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,1712359519,-02d05m06.57s,-20851597,47688400000,,,122930000,800000,-800000,108900000,260000,-260000,121049000,4240,-4240,2015-12-05,2016-01,2015-12-05
EPIC 201352100.01,EPIC 201352100,0,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1338362900000,76000000,-72700000,0,,,,,287289326,19065085,-14348337,0,26000000,2000000,-1000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5216.00,50.00,-50.00,0,815235,26738,-17747,0,,,,,1600,800,-800,0,[Fe/H],4700000,100000,-100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h16m08.43s,1840351247,-01d40m25.54s,-16737612,19419500000,366600000,-353500000,130020000,800000,-800000,107080000,210000,-210000,126813000,1460,-1460,2018-02-15,2018-03,2018-02-15
EPIC 201352100.01,EPIC 201352100,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,1338382000000,116000000,-114000000,0,,,,,270000000,17000000,-10000000,0,24000000,1500000,-900000,0,,,,,,,,,,,,,,,,,,608.00,9.00,-9.00,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5113.71,102.61,-100.12,0,659730,34864,-34925,0,860000,105443,-96745,0,1920,370,-370,0,[M/H],4733830,70764,-81435,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h16m08.43s,1840351247,-01d40m25.54s,-16737612,19419500000,366600000,-353500000,130020000,800000,-800000,107080000,210000,-210000,126813000,1460,-1460,2018-08-02,2018-08,2018-08-02
